name	LFID	ontology_acronym	xref_id	xref_definition
sister	LFID:0000699	GSSO	http://purl.obolibrary.org/obo/GSSO_001955	A person who shares a parent.
sister	LFID:0000699	MDM	http://id.nlm.nih.gov/mesh/D035781	
married	LFID:0000700	LOINC	http://purl.bioontology.org/ontology/LNC/LA48-4	A current marriage contract is active
married	LFID:0000700	RCD	http://purl.bioontology.org/ontology/RCD/XE0oa	
married	LFID:0000700	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10026843	
married	LFID:0000700	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/87915002	
married	LFID:0000700	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51773	Indicates a person currently joined in a legally binding matrimonial union.  Classify common law marriage as married.  Includes married couples living together and not living together.
married	LFID:0000700	N-CDOH	http://www.co-ode.org/ontologies/ont.owl#married	
married	LFID:0000700	HHEAR	http://purl.obolibrary.org/obo/NCIT_C51773	Indicates a person currently joined in a legally binding matrimonial union. Classify common law marriage as married. Includes married couples living together and not living together.
married	LFID:0000700	GSSO	http://purl.obolibrary.org/obo/NCIT_C51773	Indicates a person currently joined in a legally binding matrimonial union. Classify common law marriage as married. Includes married couples living together and not living together.
married	LFID:0000700	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48033	The social institution involving legal and/or religious sanction whereby men and women are joined together for the purpose of founding a family unit; the state of being a married couple.
monogamous	LFID:0000701	RCD	http://purl.bioontology.org/ontology/RCD/Ua1ZL	
monogamous	LFID:0000701	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/225520003	
monogamous	LFID:0000701	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150744	An indication that an individual is or was married to single individual at a given time.
monogamous	LFID:0000701	BERO	http://purl.obolibrary.org/obo/ECOCORE_00000063	One male and one female have an exclusive mating relationship
monogamous relationship	LFID:0000701	GSSO	http://purl.obolibrary.org/obo/GSSO_012465	A relationship which is strictly monogamous.
polyamorous	LFID:0000702	GSSO	http://purl.obolibrary.org/obo/GSSO_004902	Relationship practices in which one has more than one intimate partnership simultaneously.
polyamory	LFID:0000702	GSSO	http://purl.obolibrary.org/obo/GSSO_004902	Relationship practices in which one has more than one intimate partnership simultaneously.
polygamous	LFID:0000703	RCD	http://purl.bioontology.org/ontology/RCD/Ua1ZI	
polygamous	LFID:0000703	LOINC	http://purl.bioontology.org/ontology/LNC/LA22698-7	More than 1 current spouse
polygamous	LFID:0000703	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/22187004	
polygamous	LFID:0000703	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76242	A type of living arrangement or mating system in which at least one member of a relationship has more than one mate.
polygamous	LFID:0000703	HHEAR	http://purl.obolibrary.org/obo/NCIT_C76242	A type of living arrangement or mating system in which at least one member of a relationship has more than one mate.
single-parent family	LFID:0000708	MESH	http://purl.bioontology.org/ontology/MESH/D020954	A household that includes children and is headed by one adult parent.
single-parent family	LFID:0000708	GSSO	http://purl.obolibrary.org/obo/GSSO_008300	A family with children that is headed by a single parent.
single-parent family	LFID:0000708	MDM	http://id.nlm.nih.gov/mesh/D020954	
unmarried	LFID:0000711	LOINC	http://purl.bioontology.org/ontology/LNC/LA22693-8	The person is not presently married. The marital history is not known or stated
unmarried	LFID:0000711	HHEAR	http://purl.org/twc/HHEAR_00311	Indicates a person not currently joined in a legally binding matrimonial union.
unmarried	LFID:0000711	RCD	http://purl.bioontology.org/ontology/RCD/XE0oZ	
unmarried	LFID:0000711	MESH	http://purl.bioontology.org/ontology/MESH/D012847	The unmarried man or woman.
unmarried	LFID:0000711	MDM	http://id.nlm.nih.gov/mesh/D012847	
unprotected sex	LFID:0000712	RCD	http://purl.bioontology.org/ontology/RCD/Ub0og	
unprotected sex	LFID:0000712	MESH	http://purl.bioontology.org/ontology/MESH/D047568	Sexual behaviors which are high-risk for contracting SEXUALLY TRANSMITTED DISEASES or for producing PREGNANCY.
unprotected sex	LFID:0000712	GSSO	http://purl.obolibrary.org/obo/GSSO_003190	Sexual intercourse without the use of precautions to prevent conception or the transmission of sexually transmitted diseases.
unprotected sex	LFID:0000712	MDM	http://id.nlm.nih.gov/mesh/D047568	
unsafe sex	LFID:0000712	MESH	http://purl.bioontology.org/ontology/MESH/D047568	Sexual behaviors which are high-risk for contracting SEXUALLY TRANSMITTED DISEASES or for producing PREGNANCY.
unsafe sex	LFID:0000712	GSSO	http://purl.obolibrary.org/obo/GSSO_003190	Sexual intercourse without the use of precautions to prevent conception or the transmission of sexually transmitted diseases.
unsafe sex	LFID:0000712	MDM	http://id.nlm.nih.gov/mesh/D047568	
condom	LFID:0000714	VANDF	http://purl.bioontology.org/ontology/VANDF/4023971	
condom	LFID:0000714	RCD	http://purl.bioontology.org/ontology/RCD/X79hk	
condom	LFID:0000714	LOINC	http://purl.bioontology.org/ontology/LNC/LA6523-0	
condom	LFID:0000714	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10010274	
condom	LFID:0000714	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/706506000	
condom	LFID:0000714	CRISP	http://purl.bioontology.org/ontology/CSP/4000-0151	contraceptive device designed to fit over the penis or line the vagina and prohibit the transfer of sperm to the vagina; also used to impede the transfer of sexually communicable diseases.
condom	LFID:0000714	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28258	A contraceptive device consisting of a thin rubber or latex sheath worn over the penis during intercourse.
condom	LFID:0000714	GSSO	http://purl.obolibrary.org/obo/GSSO_003355	A sheath-shaped barrier device, used during sexual intercourse to reduce the probability of pregnancy or a sexually transmitted infection (STI).
condom	LFID:0000714	BERO	http://purl.obolibrary.org/obo/NCIT_C28258	A contraceptive device consisting of a thin rubber or latex sheath worn over the penis during intercourse.
condom	LFID:0000714	MESH	http://purl.bioontology.org/ontology/MESH/D017280	A sheath that is worn over the penis during sexual behavior in order to prevent pregnancy or spread of sexually transmitted disease.
condom	LFID:0000714	MDM	http://id.nlm.nih.gov/mesh/D017280	
contraception	LFID:0000715	RCD	http://purl.bioontology.org/ontology/RCD/61...	
contraception	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10010808	
contraception	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D003267	Prevention of CONCEPTION by blocking fertility temporarily, or permanently (STERILIZATION, REPRODUCTIVE). Common means of reversible contraception include NATURAL FAMILY PLANNING METHODS; CONTRACEPTIVE AGENTS; or CONTRACEPTIVE DEVICES.
contraception	LFID:0000715	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0700589	"<h3>What is birth control?</h3> <p>Birth control, also known as contraception, is the use of medicines, devices, or surgery to prevent pregnancy. There are many different types. Some are reversable, while others are permanent. Some types can also help prevent <a href=""https://medlineplus.gov/sexuallytransmitteddiseases.html"">sexually transmitted diseases</a> (STDs).</p> <h3>What are the different types of birth control?</h3> <p>There are several different types of birth control, and they work in different ways:</p> <table border=""0"" class=""info-table-1"" width=""90%""> <thead> <tr> <th colspan=""2"">Barrier methods</th> </tr> </thead> <tbody> <tr class=""r1""> <td>Male condom</td> <td>A thin sheath that covers the penis to collect sperm and prevent it from entering the woman's body. Condoms that are made of latex and polyurethane can help prevent STDs.</td> </tr> <tr class=""r2""> <td>Female condom</td> <td>A thin, flexible plastic pouch. Part of the condom is inserted into the vagina before intercourse to prevent sperm from entering the uterus. The uterus, or womb, is the place where the baby grows during pregnancy. Female condoms can also help prevent STDs.</td> </tr> <tr class=""r1""> <td>Contraceptive sponge</td> <td>A small sponge that you put into the vagina to cover the cervix (the opening of the uterus). The sponge also contains a spermicide to kill sperm.</td> </tr> <tr class=""r2""> <td>Spermicide</td> <td>A substance that can kill sperm cells. It comes in a foam, jelly, cream, suppository, or film. You put it into the vagina near the uterus. Spermicide can be used alone or with a diaphragm or cervical cap.</td> </tr> <tr class=""r1""> <td>Diaphragm and cervical cap</td> <td>Cups that are placed inside the vagina to cover the cervix. They may be used with spermicide. They come in different sizes, so it's important to see your health care provider to figure out which size works best for you.</td> </tr> </tbody> <thead> <tr> <th colspan=""2"">Hormonal methods</th> </tr> </thead> <tbody> <tr class=""r1""> <td>Oral contraceptives (""the pill"")</td> <td>Pills that a woman takes every day. They may contain only progestin or both progestin and estrogen.</td> </tr> <tr class=""r2""> <td>Contraceptive patch</td> <td>A patch that a woman puts on her skin each week. The patch releases hormones into the bloodstream.</td> </tr> <tr class=""r1""> <td>Vaginal ring</td> <td>A thin, flexible ring. The woman inserts the ring into the vagina, where it continually releases hormones for three weeks. She takes it out for the fourth week. After that week, she puts in a new ring.</td> </tr> <tr class=""r2""> <td>Injectable birth control</td> <td>An injection of a hormone that a woman gets once every three months. This is done in your provider's office.</td> </tr> <tr class=""r1""> <td>Implant</td> <td>A single, thin rod that a provider inserts under the skin of a women's upper arm. It is done in your provider's office. The implant can last for four years.</td> </tr> </tbody> <thead> <tr> <th colspan=""2"">Long-acting reversible contraceptives (LARCs)</th> </tr> </thead> <tbody> <tr class=""r1""> <td>Intrauterine device (IUD)</td> <td>A small, T-shaped device that a provider inserts into the uterus. This is done in the provider's office. IUDs can last from 3 to 10 years. There are two types: hormonal IUDs and copper IUDs.</td> </tr> </tbody> <thead> <tr> <th colspan=""2"">Sterilization</th> </tr> </thead> <tbody> <tr class=""r1""> <td><a href=""https://medlineplus.gov/tuballigation.html"">Tubal ligation</a></td> <td>A surgery that prevents a woman from getting pregnant. It is permanent.</td> </tr> <tr class=""r2""> <td><a href=""https://medlineplus.gov/vasectomy.html"">Vasectomy</a></td> <td>A surgery that prevents a man from getting someone pregnant. It is permanent.</td> </tr> </tbody> </table> <br/> <h3>What are some other forms of pregnancy prevention? </h3> <p>There are some types of pregnancy prevention that do not involve medicines, devices, or surgery:</p> <table border=""0"" class=""info-table-1"" width=""90%""> <thead> <tr> <th colspan=""2"">Other forms of pregnancy prevention</th> </tr> </thead> <tbody><tr class=""r1""> <td>Fertility awareness-based methods</td> <td>They are also called natural rhythm methods. They involve tracking the woman's fertility cycle and avoiding sex or using barrier methods on the days when she is most likely to get pregnant. This method may have higher pregnancy rates than other types.</td> </tr> <tr class=""r2""> <td>Lactational amenorrhea method (LAM)</td> <td>A form of natural birth control for breastfeeding mothers. It relies on the new mother feeding her baby only breastmilk for up to six months and having no periods or spotting during that time.</td> </tr> <tr class=""r1""> <td>Withdrawal</td> <td>During intercourse, the penis is pulled out of the vagina before ejaculation. The goal is to keep sperm from entering the vagina . But the sperm can leak out before the penis is pulled out, so this method has higher pregnancy rates than other types.</td> </tr> </tbody> </table> <br/> <h3>What is emergency contraception? </h3><p>Emergency contraception is not a regular method of birth control. But it can be used to prevent pregnancy after unprotected intercourse or if a condom breaks. There are two types:</p><ul> <li>Copper IUD, which is a small, T-shaped device that a provider inserts into the within 120 hours of unprotected intercourse.</li> <li>Emergency contraceptive pills (ECPs), which are hormonal pills which the woman takes as soon as possible after unprotected intercourse.</li> </ul><h3>What else should I know about birth control?</h3><p>When deciding which birth control type is right for you, there are many different factors to consider:</p><ul> <li>Do you want to have children someday? How soon?</li> <li>Do you have any health conditions?</li> <li>How often do you have sex?</li> <li>How many sex partners do you have?</li> <li>Do you also need protection from HIV and other STDs?</li> <li>How well does the birth control method work?</li> <li>Are there any side effects?</li> <li>Will you be able to use it correctly every time?</li> <li>How much does it cost?</li> </ul><p>Your provider can answer your questions about birth control to help you select the best type for you.</p> <p class="""">NIH: National Institute of Child Health and Human Development</p><table border=""0"" class=""info-table-1"" width=""90%""> </table>"
contraception	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37932	The prevention of conception or impregnation by the use of devices or drugs or surgery.
contraception	LFID:0000715	GSSO	http://purl.bioontology.org/ontology/MESH/D003267	The prevention of conception or impregnation by the use of devices or drugs or surgery.
contraception	LFID:0000715	BERO	http://purl.obolibrary.org/obo/MESH_D003267	
contraception	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D003267	
birth control method	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LP72149-5	
birth control method	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/MTHU024530	
birth control method	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106501	The method by which conception or impregnation is prevented. This may be achieved through the use of devices, drugs or surgery.
family planning	LFID:0000715	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0199395	
family planning	LFID:0000715	CRISP	http://purl.bioontology.org/ontology/CSP/1124-6428	programs or services designed to assist the family in controlling reproduction by either improving or diminishing fertility; planning intended to determine the number and spacing of one's children through birth control or methods which promote reproduction.
family planning	LFID:0000715	RCD	http://purl.bioontology.org/ontology/RCD/61...	
family planning	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D005193	Health care programs or services designed to assist individuals in the planning of family size. Various methods of CONTRACEPTION can be used to control the number and timing of childbirths.
family planning	LFID:0000715	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/397619005	
family planning	LFID:0000715	GSSO	http://purl.obolibrary.org/obo/GSSO_006743	Health care programs or services designed to assist individuals in the planning of family size. Various methods of contraception can be used to control the number and timing of childbirths.
family planning	LFID:0000715	BERO	http://edamontology.org/topic_3420	
family planning	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D005193	
safe sex	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D021841	Sexual behavior that prevents or reduces the spread of SEXUALLY TRANSMITTED DISEASES or PREGNANCY.
safe sex	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D021841	
safe sex	LFID:0000715	GSSO	http://purl.obolibrary.org/obo/GSSO_003189	Sexual intercourse with the use of precautions to prevent conception or the transmission of sexually transmitted diseases.
birth control	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10004944	
birth control	LFID:0000715	BERO	http://purl.obolibrary.org/obo/MESH_D003267	
birth control	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D003267	Prevention of CONCEPTION by blocking fertility temporarily, or permanently (STERILIZATION, REPRODUCTIVE). Common means of reversible contraception include NATURAL FAMILY PLANNING METHODS; CONTRACEPTIVE AGENTS; or CONTRACEPTIVE DEVICES.
birth control	LFID:0000715	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0700589	"<h3>What is birth control?</h3> <p>Birth control, also known as contraception, is the use of medicines, devices, or surgery to prevent pregnancy. There are many different types. Some are reversable, while others are permanent. Some types can also help prevent <a href=""https://medlineplus.gov/sexuallytransmitteddiseases.html"">sexually transmitted diseases</a> (STDs).</p> <h3>What are the different types of birth control?</h3> <p>There are several different types of birth control, and they work in different ways:</p> <table border=""0"" class=""info-table-1"" width=""90%""> <thead> <tr> <th colspan=""2"">Barrier methods</th> </tr> </thead> <tbody> <tr class=""r1""> <td>Male condom</td> <td>A thin sheath that covers the penis to collect sperm and prevent it from entering the woman's body. Condoms that are made of latex and polyurethane can help prevent STDs.</td> </tr> <tr class=""r2""> <td>Female condom</td> <td>A thin, flexible plastic pouch. Part of the condom is inserted into the vagina before intercourse to prevent sperm from entering the uterus. The uterus, or womb, is the place where the baby grows during pregnancy. Female condoms can also help prevent STDs.</td> </tr> <tr class=""r1""> <td>Contraceptive sponge</td> <td>A small sponge that you put into the vagina to cover the cervix (the opening of the uterus). The sponge also contains a spermicide to kill sperm.</td> </tr> <tr class=""r2""> <td>Spermicide</td> <td>A substance that can kill sperm cells. It comes in a foam, jelly, cream, suppository, or film. You put it into the vagina near the uterus. Spermicide can be used alone or with a diaphragm or cervical cap.</td> </tr> <tr class=""r1""> <td>Diaphragm and cervical cap</td> <td>Cups that are placed inside the vagina to cover the cervix. They may be used with spermicide. They come in different sizes, so it's important to see your health care provider to figure out which size works best for you.</td> </tr> </tbody> <thead> <tr> <th colspan=""2"">Hormonal methods</th> </tr> </thead> <tbody> <tr class=""r1""> <td>Oral contraceptives (""the pill"")</td> <td>Pills that a woman takes every day. They may contain only progestin or both progestin and estrogen.</td> </tr> <tr class=""r2""> <td>Contraceptive patch</td> <td>A patch that a woman puts on her skin each week. The patch releases hormones into the bloodstream.</td> </tr> <tr class=""r1""> <td>Vaginal ring</td> <td>A thin, flexible ring. The woman inserts the ring into the vagina, where it continually releases hormones for three weeks. She takes it out for the fourth week. After that week, she puts in a new ring.</td> </tr> <tr class=""r2""> <td>Injectable birth control</td> <td>An injection of a hormone that a woman gets once every three months. This is done in your provider's office.</td> </tr> <tr class=""r1""> <td>Implant</td> <td>A single, thin rod that a provider inserts under the skin of a women's upper arm. It is done in your provider's office. The implant can last for four years.</td> </tr> </tbody> <thead> <tr> <th colspan=""2"">Long-acting reversible contraceptives (LARCs)</th> </tr> </thead> <tbody> <tr class=""r1""> <td>Intrauterine device (IUD)</td> <td>A small, T-shaped device that a provider inserts into the uterus. This is done in the provider's office. IUDs can last from 3 to 10 years. There are two types: hormonal IUDs and copper IUDs.</td> </tr> </tbody> <thead> <tr> <th colspan=""2"">Sterilization</th> </tr> </thead> <tbody> <tr class=""r1""> <td><a href=""https://medlineplus.gov/tuballigation.html"">Tubal ligation</a></td> <td>A surgery that prevents a woman from getting pregnant. It is permanent.</td> </tr> <tr class=""r2""> <td><a href=""https://medlineplus.gov/vasectomy.html"">Vasectomy</a></td> <td>A surgery that prevents a man from getting someone pregnant. It is permanent.</td> </tr> </tbody> </table> <br/> <h3>What are some other forms of pregnancy prevention? </h3> <p>There are some types of pregnancy prevention that do not involve medicines, devices, or surgery:</p> <table border=""0"" class=""info-table-1"" width=""90%""> <thead> <tr> <th colspan=""2"">Other forms of pregnancy prevention</th> </tr> </thead> <tbody><tr class=""r1""> <td>Fertility awareness-based methods</td> <td>They are also called natural rhythm methods. They involve tracking the woman's fertility cycle and avoiding sex or using barrier methods on the days when she is most likely to get pregnant. This method may have higher pregnancy rates than other types.</td> </tr> <tr class=""r2""> <td>Lactational amenorrhea method (LAM)</td> <td>A form of natural birth control for breastfeeding mothers. It relies on the new mother feeding her baby only breastmilk for up to six months and having no periods or spotting during that time.</td> </tr> <tr class=""r1""> <td>Withdrawal</td> <td>During intercourse, the penis is pulled out of the vagina before ejaculation. The goal is to keep sperm from entering the vagina . But the sperm can leak out before the penis is pulled out, so this method has higher pregnancy rates than other types.</td> </tr> </tbody> </table> <br/> <h3>What is emergency contraception? </h3><p>Emergency contraception is not a regular method of birth control. But it can be used to prevent pregnancy after unprotected intercourse or if a condom breaks. There are two types:</p><ul> <li>Copper IUD, which is a small, T-shaped device that a provider inserts into the within 120 hours of unprotected intercourse.</li> <li>Emergency contraceptive pills (ECPs), which are hormonal pills which the woman takes as soon as possible after unprotected intercourse.</li> </ul><h3>What else should I know about birth control?</h3><p>When deciding which birth control type is right for you, there are many different factors to consider:</p><ul> <li>Do you want to have children someday? How soon?</li> <li>Do you have any health conditions?</li> <li>How often do you have sex?</li> <li>How many sex partners do you have?</li> <li>Do you also need protection from HIV and other STDs?</li> <li>How well does the birth control method work?</li> <li>Are there any side effects?</li> <li>Will you be able to use it correctly every time?</li> <li>How much does it cost?</li> </ul><p>Your provider can answer your questions about birth control to help you select the best type for you.</p> <p class="""">NIH: National Institute of Child Health and Human Development</p><table border=""0"" class=""info-table-1"" width=""90%""> </table>"
birth control	LFID:0000715	CRISP	http://purl.bioontology.org/ontology/CSP/1124-6428	programs or services designed to assist the family in controlling reproduction by either improving or diminishing fertility; planning intended to determine the number and spacing of one's children through birth control or methods which promote reproduction.
birth control	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37932	The prevention of conception or impregnation by the use of devices or drugs or surgery.
birth control	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D003267	
birth control	LFID:0000715	MAXO	http://purl.obolibrary.org/obo/MAXO_0000117	The prevention of conception or impregnation by the use of devices or drugs or surgery.
birth control pill	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10004945	
birth control pill	LFID:0000715	CRISP	http://purl.bioontology.org/ontology/CSP/4000-0274	agent taken orally that prevents conception or diminishes its likelihood; may be designed for either male or female.
birth control pill	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29640	Orally administered synthetic sex hormones with contraceptive activity. The oral contraceptive preparation contains a combination of an estrogen, such as ethinyl estradiol, and a progestagen, such as levonorgestrel or norethidrone. The oral contraceptive prevents pregnancy by preventing ovulation and by inducing endometrial and cervical changes undesirable for fertilization and implantation.
condom	LFID:0000715	VANDF	http://purl.bioontology.org/ontology/VANDF/4023971	
condom	LFID:0000715	RCD	http://purl.bioontology.org/ontology/RCD/X79hk	
condom	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LA6523-0	
condom	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10010274	
condom	LFID:0000715	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/706506000	
condom	LFID:0000715	CRISP	http://purl.bioontology.org/ontology/CSP/4000-0151	contraceptive device designed to fit over the penis or line the vagina and prohibit the transfer of sperm to the vagina; also used to impede the transfer of sexually communicable diseases.
condom	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28258	A contraceptive device consisting of a thin rubber or latex sheath worn over the penis during intercourse.
condom	LFID:0000715	GSSO	http://purl.obolibrary.org/obo/GSSO_003355	A sheath-shaped barrier device, used during sexual intercourse to reduce the probability of pregnancy or a sexually transmitted infection (STI).
condom	LFID:0000715	BERO	http://purl.obolibrary.org/obo/NCIT_C28258	A contraceptive device consisting of a thin rubber or latex sheath worn over the penis during intercourse.
condom	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D017280	A sheath that is worn over the penis during sexual behavior in order to prevent pregnancy or spread of sexually transmitted disease.
condom	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D017280	
contraceptive implant	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10072571	
contraceptive implant	LFID:0000715	ICPC2P	http://purl.bioontology.org/ontology/ICPC2P/W14019	
contraceptive implant	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92759	A drug implant that acts as a birth control device and which is inserted under the skin for drug delivery into the body.
contraceptive implant	LFID:0000715	GSSO	http://purl.obolibrary.org/obo/NCIT_C92759	An implantable medical device used for the purpose of contraception. The implant may depend on the timed release of hormones to hinder ovulation or sperm development, the ability of copper to act as a natural spermicide within the uterus, or it may work using a non-hormonal, physical blocking mechanism.
contraceptive implant	LFID:0000715	BERO	http://purl.obolibrary.org/obo/NCIT_C92759	A drug implant that acts as a birth control device and which is inserted under the skin for drug delivery into the body.
contraceptive injection	LFID:0000715	ICPC2P	http://purl.bioontology.org/ontology/ICPC2P/W14016	
contraceptive patch	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LA16581-3	
contraceptive patch	LFID:0000715	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/450881000124106	
contraceptive patch	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92760	A dermal patch that contains estrogen and progestin hormones for release and absorption through the skin and into the body to prevent pregnancy.
contraceptive patch	LFID:0000715	GSSO	http://purl.obolibrary.org/obo/NCIT_C92760	A transdermal patch applied to the skin that releases synthetic estrogen and progestogen hormones to prevent pregnancy.
contraceptive patch	LFID:0000715	BERO	http://purl.obolibrary.org/obo/NCIT_C92760	A dermal patch that contains estrogen and progestin hormones for release and absorption through the skin and into the body to prevent pregnancy.
diaphragm	LFID:0000715	VANDF	http://purl.bioontology.org/ontology/VANDF/4023911	
diaphragm	LFID:0000715	RCD	http://purl.bioontology.org/ontology/RCD/7N810	
diaphragm	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LP208108-3	
diaphragm	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/MTHU003025	
diaphragm	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LP7171-4	
diaphragm	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LP208107-5	
diaphragm	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LA14544-3	
diaphragm	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10012704	
diaphragm	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D003964	The musculofibrous partition that separates the THORACIC CAVITY from the ABDOMINAL CAVITY. Contraction of the diaphragm increases the volume of the thoracic cavity aiding INHALATION.
diaphragm	LFID:0000715	NDDF	http://purl.bioontology.org/ontology/NDDF/YD	
diaphragm	LFID:0000715	CRISP	http://purl.bioontology.org/ontology/CSP/2608-1988	musculofibrous partition that separates the thoracic cavity from the abdominal cavity; contraction of the diaphragm increases the volume of the thoracic cavity aiding inspiration.
diaphragm	LFID:0000715	OMIM	http://purl.bioontology.org/ontology/OMIM/MTHU001435	
diaphragm	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12702	Fibromuscular tissue that separates the thoracic from the abdominal cavity. It increases the volume of the thoracic cavity through contractions, thus facilitating respiration.
diaphragm	LFID:0000715	HHEAR	http://purl.obolibrary.org/obo/UBERON_0001103	A thin musculomebranous barrier that separates the abdominal and thoracic cavities. Often used for breathing control.
diaphragm	LFID:0000715	BERO	http://purl.obolibrary.org/obo/NCIT_C12702	Fibromuscular tissue that separates the thoracic from the abdominal cavity. It increases the volume of the thoracic cavity through contractions, thus facilitating respiration.
diaphragm	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D003964	
diaphragm	LFID:0000715	MAXO	http://purl.obolibrary.org/obo/UBERON_0001103	A thin musculomebranous barrier that separates the abdominal and thoracic cavities. Often used for breathing control.
diaphragm	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47890	A dome-shaped insert with a springy, flexible rim intended to be inserted into the vagina and positioned behind the pelvic bone to completely cover the cervix.
diaphragm	LFID:0000715	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/5798000	
diaphragm	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42767	A medical contraceptive device of soft flexible material, usually of thin rubber, that is designed to cover the cervix uteri prior to sexual intercourse to prevent the entry of spermatozoa. To enhance efficacy, a spermicidal agent is often placed within the device. Antimicrobial agent(s) can also be used to prevent sexually transmitted diseases. Efficacy of vaginal diaphragm against infections is very limited.
diaphragm	LFID:0000715	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49920	A device consisting of a flexible sheet or partition.
female condom	LFID:0000715	LOINC	http://purl.bioontology.org/ontology/LNC/LA27914-3	
female condom	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10016387	
female condom	LFID:0000715	MESH	http://purl.bioontology.org/ontology/MESH/D019111	A soft, loose-fitting polyurethane sheath, closed at one end, with flexible rings at both ends. The device is inserted into the vagina by compressing the inner ring and pushing it in. Properly positioned, the ring at the closed end covers the cervix, and the sheath lines the walls of the vagina. The outer ring remains outside the vagina, covering the labia. (Med Lett Drugs Ther 1993 Dec 24;35(12):123)
female condom	LFID:0000715	MDM	http://id.nlm.nih.gov/mesh/D019111	
female sterilisation	LFID:0000715	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10056199	
female sterilisation	LFID:0000715	ICPC2P	http://purl.bioontology.org/ontology/ICPC2P/W13002	
